title	sound	episodetype	episodenumber	episodedate	time	person	timestampurl	image
I thought Ethan was a stand up guy	StevenCrowder_EthanStandUpGuy.mp3	Podcast	248	06-21-2021	645	Steven Crowder	https://youtu.be/ez_bTUjWG5Y&t=645	
Oh no what a fucking nightmare!	StevenCrowder_OhNoSamSeder.mp3	Podcast	248	06-21-2021	630	Steven Crowder	https://youtu.be/ez_bTUjWG5Y&t=630	
You dont even have to think about it dude	StevenCrowder_YouDontEvenHaveToThinkAboutIt.mp3	AfterDark	38	05-28-2021	7471	Steven Crowder	https://www.youtube.com/watch?v=BUHxXNxEUYc&t=7471	
Vladamir Putin	StevenSeagal_VladamirPutin.mp3	Unknown	1	05-05-2015	0	Steven Seagal	https://youtu.be/zOYZ3XMGjUM&t=0	
Jeffrey Dahmers	SteveWillDoIt_JeffreyDahmers.mp3	Unknown	1	05-05-2015	0	SteveWillDoIt	https://youtu.be/zOYZ3XMGjUM&t=0	
Gayy	SunnyV2_Gay.mp3	AfterDark	101	04-14-2023	7826	SunnyV2	https://www.youtube.com/watch?v=r6vG1VKGnOo&t=7826	
All the SunnyV2 Mannerisms	SunnyV2_AllManerisms.mp3	Unknown	1	05-05-2015	0	SunnyV2	https://youtu.be/zOYZ3XMGjUM&t=0	
Thank You So Much For Chatting With Me!	TaylorLorenz_DanThankYouDoMuchForChattingWithMeDan.mp3	Unknown	1	05-05-2015	0	Taylor Lorenz	https://youtu.be/zOYZ3XMGjUM&t=0	
Don't Believe Your Eyes...	TaylorLorenz_DontBeleiveYourEyesBelieveActualJournalism.mp3	Unknown	1	05-05-2015	0	Taylor Lorenz	https://youtu.be/zOYZ3XMGjUM&t=0	
Hasan is Unreasonably Good Looking...	TaylorLorenz_HasanIsHot.mp3	Unknown	1	05-05-2015	0	Taylor Lorenz	https://youtu.be/zOYZ3XMGjUM&t=0	
Yeah, Don't Believe Your Eyes!	TaylorLorenz_YeahDontBelieveYourEyes.mp3	Unknown	1	05-05-2015	0	Taylor Lorenz	https://youtu.be/zOYZ3XMGjUM&t=0	
Same Key of E	TerrenceHoward_SameKeyOfE.mp3	Unknown	1	05-05-2015	0	Terrence Howard	https://youtu.be/zOYZ3XMGjUM&t=0	
I said no pickles...	TheGoodDoctor_ISaidNoPickles.mp3	H3TV	102	12-11-2023	6808	The Good Doctor	https://www.youtube.com/watch?v=_uO9aEEOUa8&t=6808	
I AM A SURGEON	TheGoodDoctor_IAmASurgeon.mp3	OTR	71	05-10-2023	6496	The Good Doctor	https://www.youtube.com/watch?v=WNCTjh7s0Z0&t=6496	
Nooo!	TheGoodDoctor_No.mp3	OTR	71	05-10-2023	6622	The Good Doctor	https://www.youtube.com/watch?v=WNCTjh7s0Z0&t=6622	
No-No-Nooo!	TheGoodDoctor_NoNoNo.mp3	OTR	71	05-10-2023	6622	The Good Doctor	https://www.youtube.com/watch?v=WNCTjh7s0Z0&t=6622	
Cant-Cant do this!	TheGoodDoctor_CantDoThis.mp3	Podcast	248	01-27-2022	630	The Good Doctor	https://youtu.be/ez_bTUjWG5Y&t=630	
Im not taking a pause to SHIT ALL OVER THE FLOOR	TheQuartering_ImNotTakingAPauseToSHITALLOVERTHEFLOOR.mp3	OTR	21	12-01-2021	8421	The Quartering	https://www.youtube.com/watch?v=QobESzsbh6M&t=8421	
Theres shit all over the floor	TheQuartering_TheresSHITALLOVERTHEFLOOR.mp3	AfterDark	54	10-15-2021	6699	The Quartering	https://www.youtube.com/watch?v=eioZLqucKU4&t=6699	
You know you get that crotch rot	TheQuartering_YouGetThatCrotchRot.mp3	AfterDark	54	10-15-2021	7649	The Quartering	https://www.youtube.com/watch?v=eioZLqucKU4&t=7649	
I just peed in my basement	TheQuartering_IJustPeedInMyBasement.mp3	ContentCourt	4	10-21-2020	3369	The Quartering	https://youtu.be/pMW3hfX7Z_s&t=3369	
My wife went out for pizza without me	TheQuartering_MyWifeWentOutForPizzaWithoutMe.mp3	ContentCourt	4	10-21-2020	3308	The Quartering	https://youtu.be/pMW3hfX7Z_s&t=3308	
The Rizzler Scream	TheRizzle_Ahhhh.mp3	H3Show	106	02-05-2025	5693	The Rizzler	https://youtu.be/6KV16LWcnTY&t=5693	
Shut up Bitch	TheRock_ShutUpBitch.mp3	Podcast	244	04-22-2021	4730	The Rock	https://youtu.be/bfKPts4BJkA&t=4730	
What da fuck	Theodore_WhatTheFuck.mp3	H3TV	21	01-17-2022	552	Theodore	https://youtu.be/sHrEyuHHM9U&t=552	https://images.vexels.com/media/users/3/198194/isolated/preview/ba56ffbfdc62c7b7471a473d5b79312b-misc-label.png
I believe a citizen can own a nuclear warhead	TimPool_IndividualCitizenRightToOwnWarhead.mp3	H3TV	38	06-06-2022	3892	Tim Pool	https://youtu.be/CGOWQwC1Amo&t=3892	
Ethan Klein is damaging everything making it all worse	TimPool_EthanKleinIsDamagingEverything.mp3	AfterDark	43	07-02-2021	2309	Tim Pool	https://www.youtube.com/watch?v=lw8E6x_tiQE&t=2309	
A bag of turd you know a flaming turd bag	TimPool_FlamingTurdBag.mp3	AfterDark	43	07-02-2021	2709	Tim Pool	https://www.youtube.com/watch?v=lw8E6x_tiQE&t=2709	
You know what the problem is? It's definitely not me	TimPool_YouKnowWhatTheProblemIs.mp3	AfterDark	43	07-02-2021	3141	Tim Pool	https://www.youtube.com/watch?v=lw8E6x_tiQE&t=3141	
... When I was giving it to your FUCKING MOM!	Tipster_GivingItToYourMom.mp3	H3TV	103	01-08-2024	12510	Tipster	https://www.youtube.com/watch?v=WuaEyOStUds&t=12510	
The death bell tolls.	Misc_DeathBell.mp3	Leftovers	52	07-27-2023	3077	Tipster	https://www.youtube.com/watch?v=JeUGqefy2TQ&t=3077	
At least Ive seen what a vagina looks like	Tipster_VaginaLooksLike.mp3	AfterDark	112	07-21-2023	922	Tipster	https://www.youtube.com/watch?v=xTsLjVLC__U&t=922	
Cheers my dude	Tipster_CheersMyDude.mp3	AfterDark	110	06-16-2023	14	Tipster	https://www.youtube.com/watch?v=7oD8nY2Zssk&t=14	
And its become your familys heart and soul	TomSelleck_AndItSBecomeYourFamiliesHeartAndSoul.mp3	AfterDark	6	09-25-2020	6872	Tom Selleck	https://www.youtube.com/watch?v=xfPmKCcl_Gg&t=6872	
Its Just a Loan	TomSelleck_ItsJustALoan.mp3	AfterDark	6	09-25-2020	6731	Tom Selleck	https://www.youtube.com/watch?v=xfPmKCcl_Gg&t=6731	
And It's Become Your Families Heart and Soul	TomSelleck_AndItsBecomeYourFamilysHeartAndSoul.mp3	Unknown	1	05-05-2015	0	Tom Selleck	https://youtu.be/zOYZ3XMGjUM&t=0	
I Trust Them... I Think You Can Too	TomSelleck_ITrustThemIThinkYouCanToo.mp3	Unknown	1	05-05-2015	0	Tom Selleck	https://youtu.be/zOYZ3XMGjUM&t=0	
It's Just a Loan	TomSelleck_ItsJustALoan.mp3	Unknown	1	05-05-2015	0	Tom Selleck	https://youtu.be/zOYZ3XMGjUM&t=0	
A Reverse Mortgage Loan Isn't Some Kind of Trick	TomSelleck_ReverseMortgageLoanIsNotATrick.mp3	Unknown	1	05-05-2015	0	Tom Selleck	https://youtu.be/zOYZ3XMGjUM&t=0	
So You Can Retire Better	TomSelleck_SoYouCanRetireBetter.mp3	Unknown	1	05-05-2015	0	Tom Selleck	https://youtu.be/zOYZ3XMGjUM&t=0	
The Big Difference is How You Pay it Back	TomSelleck_TheBigDifferenceIsHowYouPayItBack.mp3	Unknown	1	05-05-2015	0	Tom Selleck	https://youtu.be/zOYZ3XMGjUM&t=0	
This Isn't My First Rodeo	TomSelleck_ThisIsntMyFirstRodeo.mp3	Unknown	1	05-05-2015	0	Tom Selleck	https://youtu.be/zOYZ3XMGjUM&t=0	
Blows and Sucks?	TomWard_BlowsAndSucks.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Do Not Get Hard	TomWard_DoNotGetHard.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Hugh Jasshole	TomWard_HughJasshole.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Tom Ward Song 1	TomWard_Song1.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Tom Ward Song 2	TomWard_Song2.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Tom Ward Song 3	TomWard_Song3.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Tom Ward Song 4	TomWard_Song4.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Star Wars Sucks Ass	TomWard_StarWarsSucksAss.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
What is Ligma?	TomWard_WhatIsLigma.mp3	Unknown	1	05-05-2015	0	Tom Ward	https://youtu.be/zOYZ3XMGjUM&t=0	
Fat fat fatty	TrishaPaytas_YoureFatFatFatty.mp3	Frenemies	4	10-06-2020	2772	Trisha Paytas	https://www.youtube.com/watch?v=B6hF6w_sMlw&t=2772	
Fuck you Dan	TrishaPaytas_FuckYouDan.mp3	Podcast	152	10-26-2019	3900	Trisha Paytas	https://youtu.be/_Ud00nah_n4&t=3900	
Fuck you AB	TrishaPaytas_FuckYouAB.mp3	Unknown	1	05-05-2015	0	Trisha Paytas	https://youtu.be/zOYZ3XMGjUM&t=0	
Trisha Meditating 1	Trisha_Meditating1.mp3	Unknown	1	05-05-2015	0	Trisha Paytas	https://youtu.be/zOYZ3XMGjUM&t=0	
Trisha Meditating 2	Trisha_Meditating2.mp3	Unknown	1	05-05-2015	0	Trisha Paytas	https://youtu.be/zOYZ3XMGjUM&t=0	
Trisha Meditating 3	Trisha_Meditating3.mp3	Unknown	1	05-05-2015	0	Trisha Paytas	https://youtu.be/zOYZ3XMGjUM&t=0	
Trisha Meditating 4	Trisha_Meditating4.mp3	Unknown	1	05-05-2015	0	Trisha Paytas	https://youtu.be/zOYZ3XMGjUM&t=0	
I guess I did something to piss of the Instagram God	TrumpJr_IGuessIDidSomethingToPissOfTheInstagramGods.mp3	Unknown	1	05-05-2015	0	Trump Jr	https://youtu.be/zOYZ3XMGjUM&t=0	
Just watching my algorithms get crushed	TrumpJr_JustWatchingMyAlgorithmsGetCrushed.mp3	Unknown	1	05-05-2015	0	Trump Jr	https://youtu.be/zOYZ3XMGjUM&t=0	
Sorry about your dad passing away	UncleGabe_ImSorryAboutYourDadPassingAway.mp3	AfterDark	84	09-16-2022	1299	Uncle Gabe	https://www.youtube.com/watch?v=ADAzc3jrxIY&t=1299	
Fried Chicken Wednesday	UncleGabe_FriedChickenWednesdays.mp3	Unknown	1	05-05-2015	0	Uncle Gabe	https://youtu.be/zOYZ3XMGjUM&t=0	
Its Friday baby	UncleGabe_ItsFridayBabyFUCK.mp3	Unknown	1	05-05-2015	0	Uncle Gabe	https://youtu.be/zOYZ3XMGjUM&t=0	
Hi Ducky!	Gabe_HiDucky.mp3	Unknown	1	05-05-2015	0	Uncle Gabe	https://youtu.be/zOYZ3XMGjUM&t=0	
Tacoma Wept	Vaush_TakomaWept.mp3	AfterDark	136	02-09-2024	8748	Vaush	https://www.youtube.com/watch?v=H61pA1ZPTs8&t=8748	
Someone save me	VinDiesel_SomeoneSaveMe.mp3	Podcast	21	08-17-2017	1317	Vin Diesel	https://youtu.be/MBZC4FxMQ_E&t=1317	
Talk to me Baby	VinDiesel_TalkToMeBaby.mp3	Podcast	21	08-17-2017	1164	Vin Diesel	https://youtu.be/MBZC4FxMQ_E&t=1164	
When did this turn into beautiful world	VinDiesel_WhenDidThisTurnIntoBeautifulWorld.mp3	Podcast	21	08-17-2017	1318	Vin Diesel	https://youtu.be/MBZC4FxMQ_E&t=1318	
Wow man	VinDiesel_WowMan.mp3	Podcast	21	08-17-2017	1192	Vin Diesel	https://youtu.be/MBZC4FxMQ_E&t=1192	
It's a professional computer	Vitaly_ItsAProfessionalComputer.mp3	H3Show	12	05-17-2024	11219	Vitaly	https://youtu.be/iJsDndyIKKM&t=11219	
Can you guys BACK UP?!	Vitaly_BACKUP.mp3	H3H3Productions	8	10-05-2015	215	Vitaly	https://youtu.be/W_qePqppbdQ&t=215	
DIE DIE DIE	WendyWilliams_DIEDIEDIE.mp3	AfterDark	66	02-25-2022	5957	Wendy Williams	https://www.youtube.com/watch?v=UzU3uMgmm-0&t=5957	
Just Sayin	WendyWilliams_JustSayin.mp3	AfterDark	47	08-20-2021	394	Wendy Williams	https://www.youtube.com/watch?v=Xvasys6EONM&t=394	
She's also died	WendyWilliams_ShesAlsoDied.mp3	AfterDark	44	07-09-2021	7850	Wendy Williams	https://www.youtube.com/watch?v=s2FpIS2ywlE&t=7850	
Death to all of them	WendyWilliams_DeathToAllOfThem.mp3	OTR	3	07-01-2021	654	Wendy Williams	https://www.youtube.com/watch?v=6kNZujESbNI&t=654	
Isolated Fart	WendyWilliams_Fart.mp3	AfterDark	29	03-26-2021	4819	Wendy Williams	https://www.youtube.com/watch?v=Ze3pzXECLzY&t=4819	
mmm-m-mm-m-mm-mm-m	WendyWilliams_MmMmMmMmMmM.mp3	Unknown	1	05-05-2015	0	Wendy Williams	https://youtu.be/zOYZ3XMGjUM&t=0	
Clap if You Ever Wanted to Kill Somebody	WendyWiliams_ClapIfYouEverWantedToKillSomebody.mp3	Unknown	1	05-05-2015	0	Wendy Williams	https://youtu.be/zOYZ3XMGjUM&t=0	
Clap if you Think She Should Suffer	WendyWilliams_ClapIfYouThinkSheShouldSuffer.mp3	Unknown	1	05-05-2015	0	Wendy Williams	https://youtu.be/zOYZ3XMGjUM&t=0	
auugh	WillSmith_Ahhh.mp3	Podcast	98	12-14-2018	9806	Will Smith	https://youtu.be/0oLt5qfxtxQ&t=9806	
Fortnite	WillSmith_Fortnite.mp3	Podcast	98	12-14-2018	9806	Will Smith	https://youtu.be/0oLt5qfxtxQ&t=9806	
Its rewind time	WillSmith_ItsRewindTime.mp3	Podcast	98	12-14-2018	9806	Will Smith	https://youtu.be/0oLt5qfxtxQ&t=9806	
Yaahh	WillSmith_Yuuuhh.mp3	Podcast	98	12-14-2018	9806	Will Smith	https://youtu.be/0oLt5qfxtxQ&t=9806	
Thats hot	WillSmith_ThatsHot.mp3	Podcast	98	12-14-2018	9806	Will Smith	https://youtu.be/0oLt5qfxtxQ&t=9806	
Keep fucking my my wifes mouth Im going to okay	WillSmith_KeepFuckingMyWifesMouth.mp3	Unknown	1	05-05-2015	0	Will Smith	https://youtu.be/zOYZ3XMGjUM&t=0	
I wanna do a soundtrack to your feet!	WillIAm_SoundtrackToYourFeet.mp3	H3TV	105	01-29-2024	11617	Will.I.Am	https://www.youtube.com/watch?v=k1VrTaTohWA&t=11617	
Excuse me AH	WilliamKnight_ExcuseMeAHH.mp3	AfterDark	43	07-02-2021	5569	William Knight	https://www.youtube.com/watch?v=lw8E6x_tiQE&t=5569	
Theres no such thing as a coincidence	WilliamKnight_TheresNoSuchThingAsACoincidence.mp3	AfterDark	35	05-07-2021	7214	William Knight	https://www.youtube.com/watch?v=uw0c45OwQV0&t=7214	
Oh Im telling you	WilliamShatner_OhImTellingYou.mp3	OTR	22	12-15-2021	8378	William Shatner	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=8378	
Oh Jesus	WilliamShatner_OhJesus.mp3	OTR	22	12-15-2021	8357	William Shatner	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=8357	
Oh my God	WilliamShatner_OhMyGod.mp3	OTR	22	12-15-2021	8371	William Shatner	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=8371	
Your Birthday Doesn't Matter That Much...	WingsOfRedemption_BirthdayNotImportant.mp3	Unknown	1	05-05-2015	0	Wings of Redemption	https://youtu.be/zOYZ3XMGjUM&t=0	
Here's my thing, I like a pretty penis	WingsofRedemption_HeresMyThingILikeAPrettyPenis.mp3	H3Show	40	08-09-2024	6945	Wings of Redemption	https://youtu.be/WXk7sEQlyIY&t=6945	
Your Birthday Doesn't Matter That Much...	Wings_Birthday.mp3	Unknown	1	05-05-2015	0	Wings of Redemption	https://youtu.be/zOYZ3XMGjUM&t=0	
Everybody is 10% Gay	Wings_EverybodyIs10PercentGay.mp3	Unknown	1	05-05-2015	0	Wings of Redemption	https://youtu.be/zOYZ3XMGjUM&t=0	
I Like a Pretty Penis	Wings_ILikeAPrettyPenis.mp3	Unknown	1	05-05-2015	0	Wings of Redemption	https://youtu.be/zOYZ3XMGjUM&t=0	
I Just Like Manly Looking Women	Wings_ILikeManlyLookingWomen.mp3	Unknown	1	05-05-2015	0	Wings of Redemption	https://youtu.be/zOYZ3XMGjUM&t=0	
My Dick is Immaculate, Son	Wings_MyDickIsImmaculate.mp3	Unknown	1	05-05-2015	0	Wings of Redemption	https://youtu.be/zOYZ3XMGjUM&t=0	
You're Gay Dude	Wings_YoureGayDude.mp3	Unknown	1	05-05-2015	0	Wings of Redemption	https://youtu.be/zOYZ3XMGjUM&t=0	
Why don't they just BOMB the outer line?!	XQC_WhyDontTheyJustBomb.mp3	H3Show	98	01-13-2025	1370	XQC	https://youtu.be/fV-1SveD9gQ&t=1370	
Cheeto	XQC_Cheetoh.mp3	H3Show	6	05-03-2024	6795	XQC	https://youtu.be/dQO5biMTtsY&t=6795	
FAT FAT FAT FAT	XQC_FatFatFatFat.mp3	H3TV	77	05-15-2023	2838	XQC	https://youtu.be/gTbcIW2L2PA&t=2838	
A CARROTAH	XQC_ACarrotah.mp3	OTR	59	02-08-2023	5985	XQC	https://www.youtube.com/watch?v=wj-SQVepazg&t=5985	
Get yo balls off my face man	XQC_GetYourBallsOffMyFace.mp3	Leftovers	25	09-22-2022	468	XQC	https://www.youtube.com/watch?v=bm_LAUxPI_U&t=468	
Apple!	XQC_Apple.mp3	Unknown	1	05-05-2015	0	XQC	https://youtu.be/zOYZ3XMGjUM&t=0	
You're a CLANKER!	XQC_YoureAClanker.mp3	Unknown	1	05-05-2015	0	XQC	https://youtu.be/zOYZ3XMGjUM&t=0	
Go Guzzle Some Oil, Buddy	XQC_GoGuzzleSomeOilBuddy.mp3	Unknown	1	05-05-2015	0	XQC	https://youtu.be/zOYZ3XMGjUM&t=0	
XQC Unintelligable Rambling	XQC_MumbleReading.mp3	Unknown	1	05-05-2015	0	XQC	https://youtu.be/zOYZ3XMGjUM&t=0	
Yeah I Got It	XQC_YeahIGotIt.mp3	Unknown	1	05-05-2015	0	XQC	https://youtu.be/zOYZ3XMGjUM&t=0	
Money? No Money! NO MONEY!!	YiLongMa_MoneyNoMoney.mp3	AfterDark	130	12-08-2023	8137	Yi Long Ma	https://www.youtube.com/watch?v=2WZn429v00U&t=8137	
Hi everyone!	ElonMa_Everyone.mp3	OTR	54	11-09-2022	1614	Yi Long Ma	https://www.youtube.com/watch?v=BraYUdc3YRo&t=1614	
MONEY!	YilongMa_Money.mp3	Podcast	257	11-02-2022	3286	Yi Long Ma	https://youtu.be/WwSmgbQR9PA&t=3286	
GIVE TO YA	YilongMe_GiveToYa.mp3	Podcast	257	11-02-2022	3306	Yi Long Ma	https://youtu.be/WwSmgbQR9PA&t=3306	
Warzone!	YokoOno_Warzone.mp3	H3Show	117	03-03-2025	1083	Yoko Ono	https://youtu.be/RVwsloCHjCU&t=1083	/Images/Warzone.png
Dump em' Out!	Harley_DumpEmOut.mp3	AfterShow	4	02-02-2026	6094	Harley Morenstein	https://youtu.be/JxrJTxHcgCA&t=6094	
